sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Percentage change latest month on same month a year ago,2005 Mar,4.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Mar,5.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Mar,1.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Mar,-1.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Apr,-0.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Apr,2.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Apr,1.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Apr,-3.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Apr,-3.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 May,-0.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 May,3.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 May,-1.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 May,-4.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 May,-2.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Jun,0.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Jun,3.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Jun,3.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Jun,-3.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Jun,-2.2,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Jul,0.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Jul,2.7,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Jul,2.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Jul,-4.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Jul,0.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Aug,0.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Aug,1.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Aug,-0.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Aug,-3.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Aug,3.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Sep,-0.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Sep,1.9,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Sep,-1.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Sep,-4.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Sep,1.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Oct,0.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Oct,2.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Oct,-3.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Oct,-1.8,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Oct,3.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Nov,0.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Nov,2.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Nov,3.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Nov,-5.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Nov,2.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2005 Dec,4.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2005 Dec,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2005 Dec,4.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2005 Dec,2.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2005 Dec,5.2,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Jan,-0.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Jan,-0.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Jan,0.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Jan,-3.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Jan,2.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Feb,0.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Feb,2.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Feb,-1.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Feb,-4.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Feb,4.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Mar,-0.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Mar,0.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Mar,1.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Mar,-2.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Mar,-0.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Apr,3.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Apr,3.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Apr,3.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Apr,3.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Apr,1.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 May,2.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 May,2.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 May,6.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 May,3.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 May,0.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Jun,3.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Jun,4.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Jun,2.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Jun,3.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Jun,0.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Jul,2.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Jul,5.9,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Jul,4.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Jul,0.4,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Jul,-1.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Aug,3.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Aug,4.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Aug,5.6,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Aug,6.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Aug,-1.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Sep,2.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Sep,4.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Sep,2.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Sep,4.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Sep,-1.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Oct,3.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Oct,4.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Oct,7.5,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Oct,2.4,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Oct,-1.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Nov,2.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Nov,3.9,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Nov,3.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Nov,3.8,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Nov,-0.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2006 Dec,4.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2006 Dec,5.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2006 Dec,4.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2006 Dec,4.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2006 Dec,2.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Jan,2.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Jan,4.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Jan,0.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Jan,5.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Jan,-2.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Feb,4.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Feb,5.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Feb,5.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Feb,6.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Feb,-0.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Mar,5.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Mar,6.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Mar,4.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Mar,7.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Mar,3.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Apr,4.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Apr,5.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Apr,9.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Apr,2.4,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Apr,3.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 May,4.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 May,5.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 May,0.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 May,5.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 May,4.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Jun,3.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Jun,2.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Jun,1.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Jun,8.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Jun,4.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Jul,3.2,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Jul,0.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Jul,2.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Jul,9.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Jul,3.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Aug,3.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Aug,3.9,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Aug,3.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Aug,2.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Aug,3.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Sep,4.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Sep,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Sep,6.5,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Sep,4.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Sep,4.0,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Oct,3.1,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Oct,3.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Oct,0.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Oct,4.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Oct,2.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Nov,3.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Nov,3.7,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Nov,-0.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Nov,4.9,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Nov,3.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2007 Dec,1.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2007 Dec,2.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2007 Dec,-0.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2007 Dec,-0.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2007 Dec,2.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Jan,5.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Jan,6.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Jan,3.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Jan,1.4,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Jan,8.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Feb,5.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Feb,7.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Feb,3.9,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Feb,-0.2,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Feb,11.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Mar,3.4,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Mar,5.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Mar,0.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Mar,-0.6,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Mar,5.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Apr,0.9,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Apr,3.0,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Apr,-7.6,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Apr,-1.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Apr,5.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 May,6.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 May,8.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 May,8.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 May,-1.5,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 May,9.3,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Jun,3.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Jun,7.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Jun,-1.1,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Jun,-4.4,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Jun,6.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Jul,3.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Jul,7.8,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Jul,1.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Jul,-7.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Jul,8.6,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Aug,3.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Aug,6.6,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Aug,4.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Aug,-3.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Aug,4.2,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Sep,3.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Sep,6.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Sep,0.8,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Sep,-4.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Sep,5.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Oct,3.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Oct,7.4,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Oct,1.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Oct,-5.1,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Oct,3.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Nov,2.7,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Nov,7.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Nov,2.0,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Nov,-4.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Nov,2.5,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2008 Dec,0.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2008 Dec,2.7,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2008 Dec,0.3,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2008 Dec,-4.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2008 Dec,0.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Jan,2.0,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Jan,6.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Jan,3.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Jan,-5.8,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Jan,0.7,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Feb,-1.5,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Feb,5.2,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Feb,-1.6,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Feb,-9.7,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Feb,-7.4,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Mar,0.6,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Mar,5.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Mar,2.7,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Mar,-8.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Mar,-1.9,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Apr,3.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Apr,8.1,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Apr,7.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Apr,-4.0,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Apr,-2.1,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 May,-1.8,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 May,3.5,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 May,-7.4,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 May,-2.8,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 May,-6.8,monthly,Other non-food,,Note 3,HN62
Table 5,Percentage change latest month on same month a year ago,2009 Jun,2.3,monthly,Total excluding fuel,,,J3L2
Table 5,Percentage change latest month on same month a year ago,2009 Jun,6.3,monthly,"Food, drink and tobacco",,Note 3,HN5X
Table 5,Percentage change latest month on same month a year ago,2009 Jun,5.2,monthly,Clothing and footwear,,,HN5Y
Table 5,Percentage change latest month on same month a year ago,2009 Jun,-3.3,monthly,Household goods,,Note 3,HN5Z
Table 5,Percentage change latest month on same month a year ago,2009 Jun,-2.8,monthly,Other non-food,,Note 3,HN62
